Macro-categoria,Sottocategoria,Domanda,Risposta
Biglietteria e Tariffe,Offerte e Sconti,Cos'è il bonus per mancato funzionamento della climatizzazione?,"😊 È un bonus del 25% del prezzo del biglietto che ricevi quando l'impianto di climatizzazione non funziona totalmente nella tua vettura! 🙂 Questo vale per treni Frecciarossa, Frecciargento, Frecciabianca, Intercity e Freccialink, se non è possibile spostarti in un'altra vettura di pari livello."
Biglietteria e Tariffe,Offerte e Sconti,Posso rifiutare di spostarmi in un'altra vettura e avere comunque il bonus climatizzazione?,"😔 No, se rifiuti la sistemazione in un altro posto disponibile di classe uguale o superiore, perdi il diritto al bonus! 😊 Il bonus viene dato solo quando non è proprio possibile offrirti un'alternativa adeguata."
Biglietteria e Tariffe,Offerte e Sconti,Il bonus climatizzazione si applica anche ai biglietti acquistati con bonus precedenti?,"😊 Sì, il diritto al bonus è riconosciuto anche per biglietti acquistati in tutto o in parte con bonus precedenti! 🙂 Non c'è distinzione sulla modalità di acquisto originaria."
Biglietteria e Tariffe,Offerte e Sconti,Per quali tipologie di biglietti non spetta il bonus climatizzazione?,"🙂 Il bonus non spetta per cambio servizio abbonati, diritti di ammissione, prenotazioni per abbonati, biglietti gratuiti, trasporto cani, e biglietti acquistati con buono sconto. 😊 Sono esclusi anche gli importi aggiuntivi per agenzie di viaggio o servizi speciali come Postoclick."
Biglietteria e Tariffe,Offerte e Sconti,Entro quanto tempo posso richiedere il bonus per climatizzazione?,😊 Puoi richiedere il bonus dall'orario di arrivo in stazione del treno dove si è verificato il disservizio fino a dodici mesi successivi! 🙂 Il bonus ricevuto è poi spendibile per altri dodici mesi.
Biglietteria e Tariffe,Offerte e Sconti,Dove posso richiedere il bonus per mancato funzionamento della climatizzazione?,"😊 Hai molte opzioni! Presso biglietterie, agenzie di viaggio, sul sito trenitalia.com con web form, sull'App Trenitalia, al Call Center, o anche per posta scrivendo a Trenitalia S.p.A, Ufficio Reclami e Rimborsi, Piazza della Croce Rossa 1, 00161 Roma. 🙂 Scegli la modalità più comoda per te!"
Biglietteria e Tariffe,Offerte e Sconti,Come viene calcolato il bonus climatizzazione per i Pass internazionali?,"🙂 Per i Pass internazionali, il bonus viene rilasciato per un importo pari al biglietto a tariffa 'Global Pass'. 🤔 Per biglietti di prezzo non divisibile usati in parte su Intercity, si calcola sull'importo del cambio servizio corrisposto, presentando sia il biglietto Global Pass che quello di supporto."
Biglietteria e Tariffe,Offerte e Sconti,Che sconto ha mio figlio di 12 anni sui treni?,😊 Tuo figlio ha diritto al 50% di sconto sul biglietto Base! 🙂 La riduzione è calcolata rispetto al prezzo Base disponibile al momento dell'acquisto e si applica a tutti i ragazzi sotto i 15 anni che occupano un posto a sedere.
Biglietteria e Tariffe,Offerte e Sconti,Quanto sconto ha mio figlio di 10 anni in cuccetta?,"😊 Tuo figlio ha diritto al 30% di sconto! 🙂 Questa riduzione si applica sui servizi Cuccetta Comfort, Vagone Letto Relax e anche sulle Cabine Superior per tutti i ragazzi dai 4 ai 15 anni non compiuti."
Biglietteria e Tariffe,Offerte e Sconti,Cos'è l'offerta Family Night e chi può usarla?,😊 L'offerta Family Night è perfetta per le famiglie! 🙂 Possono usarla gruppi da 2 a 5 persone con almeno un adulto e almeno un ragazzo sotto i 15 anni che viaggiano insieme sui treni Intercity Notte in Cuccetta Comfort o Vagone Letto Relax. 😔 Sono esclusi i Vagoni Letto singoli e le Cabine Superior.
Biglietteria e Tariffe,Offerte e Sconti,Quanto costa l'offerta Family Night?,"😊 Con Family Night risparmi il 50% rispetto al prezzo Base intero! 🙂 Il prezzo minimo è di 10 euro a persona, e non puoi cumularla con altre riduzioni, 😊 tranne quella per i ragazzi che si applica comunque."
Biglietteria e Tariffe,Offerte e Sconti,Cos'è l'offerta A/R in giornata?,"😊 È un'offerta fantastica per chi fa avanti e ritorno nello stesso giorno! 🙂 Puoi acquistare andata e ritorno insieme sulla stessa relazione e categoria di treno, anche con classi diverse. 😄 È valida sui treni Frecciarossa, Frecciargento e Frecciabianca in 1ª e 2ª classe e nei livelli Business, Premium e Standard."
Biglietteria e Tariffe,Offerte e Sconti,Posso prenotare Executive con l'offerta A/R in giornata?,"😔 No, l'offerta A/R in giornata esclude il livello Executive e non permette la prenotazione nei salottini. 🙂 Però puoi scegliere tra Business, Premium e Standard sia in prima che in seconda classe!"
Biglietteria e Tariffe,Offerte e Sconti,Quanto sconto ho con l'offerta A/R in giornata?,"😊 Lo sconto varia secondo il giorno! 🙂 Dal lunedì al venerdì hai il 40% di riduzione per tratta, 😄 mentre il sabato lo sconto sale al 60%! 🤔 Non puoi cumulare altre riduzioni, nemmeno quella per ragazzi."
Biglietteria e Tariffe,Offerte e Sconti,Posso cambiare il biglietto dopo averlo acquistato con un'offerta speciale?,"🤔 Dipende dal tipo di offerta che hai scelto! 😊 Per alcune offerte come l'A/R weekend puoi cambiare solo l'ora di partenza e la classe, mentre per altre come ME&YOU e Freccia 2X1 il cambio del biglietto non è ammesso. 🙂 Ti consiglio di controllare sempre le condizioni specifiche della tua offerta al momento dell'acquisto!"
Biglietteria e Tariffe,Offerte e Sconti,Quante volte posso cambiare il biglietto con le offerte promozionali?,"😊 Con la maggior parte delle offerte speciali puoi cambiare il biglietto una sola volta per ciascun viaggio (andata e ritorno). 🤔 Questo vale per offerte come A/R weekend, dove puoi modificare solo l'ora di partenza e la classe. 😔 Purtroppo con ME&YOU e Freccia 2X1 non è possibile fare alcun cambio del biglietto."
Biglietteria e Tariffe,Offerte e Sconti,Posso cambiare la data di partenza con l'offerta A/R weekend?,"😔 No, mi dispiace! Con l'offerta A/R weekend non è ammesso il cambio della data di partenza. 🙂 Puoi cambiare solo l'ora di partenza, la classe o il livello di servizio, sempre sulla stessa categoria di treno e se ci sono posti disponibili per l'offerta."
Biglietteria e Tariffe,Offerte e Sconti,Posso cambiare il nome sul biglietto con le offerte speciali?,"😊 Sì, generalmente puoi cambiare il nominativo! 🙂 Con la maggior parte delle offerte puoi richiedere il cambio del nominativo un numero illimitato di volte dal giorno di emissione fino alla partenza del treno. 😔 Dopo la partenza del primo treno non è più consentito."
Biglietteria e Tariffe,Offerte e Sconti,"Per l'offerta A/R weekend, posso cambiare il nome solo su uno dei due viaggi?","😔 No, non è possibile! Il cambio del nominativo deve essere richiesto per entrambi i treni (andata e ritorno) - non puoi cambiarlo solo per un viaggio. 🙂 Questo vale sia per l'offerta A/R weekend che per le altre offerte di andata e ritorno."
Biglietteria e Tariffe,Offerte e Sconti,Cosa succede se salgo su un treno diverso da quello prenotato con l'offerta?,"😲 Attenzione! Non è consentito l'accesso a un treno diverso da quello prenotato. 😔 Se utilizzi un treno diverso, sarai considerato sprovvisto di biglietto e dovrai regolarizzare la situazione pagando la tariffa prevista per chi viaggia senza biglietto valido."
Biglietteria e Tariffe,Offerte e Sconti,Cos'è l'offerta A/R weekend e come funziona?,"😄 L'offerta A/R weekend è perfetta per i tuoi weekend! 🙂 Ti permette di acquistare andata (sabato) e ritorno (domenica) sullo stesso fine settimana, con il 40% di sconto rispetto al prezzo Base. È valida sui treni Intercity in 1ª e 2ª classe, ma non sui treni Freccia."
Biglietteria e Tariffe,Offerte e Sconti,Qual è lo sconto dell'offerta A/R weekend?,"😄 Con l'offerta A/R weekend ottieni il 40% di sconto rispetto al prezzo Base intero! 🙂 Lo sconto si applica sia per il viaggio di andata che per quello di ritorno. 😔 L'offerta non si cumula con altre riduzioni, neanche quella per i ragazzi."
Biglietteria e Tariffe,Offerte e Sconti,Cos'è l'offerta ME&YOU e per quante persone vale?,"😊 L'offerta ME&YOU è pensata per viaggi di due persone! 🙂 È valida sui treni Frecciabianca, Intercity e Intercity Notte in 1ª e 2ª classe. 😔 Sono escluse le Cuccette Comfort, i Vagoni Letto Relax e le Cabine Superior."
Biglietteria e Tariffe,Offerte e Sconti,Quanto si risparmia con l'offerta ME&YOU?,"😄 Gli sconti sono davvero interessanti! 🙂 Sui treni Frecciabianca risparmi dal 40% al 50%, mentre sui treni Intercity e Intercity Notte dal 20% al 50% rispetto al prezzo Base. 😊 Il sistema ti propone sempre il prezzo più vantaggioso disponibile al momento dell'acquisto!"
Biglietteria e Tariffe,Offerte e Sconti,Con l'offerta ME&YOU posso cambiare la prenotazione?,"😔 No, mi dispiace! Con l'offerta ME&YOU non è ammesso né il cambio della prenotazione né il cambio del biglietto. 🙂 Puoi però cambiare i nominativi un numero illimitato di volte fino alla partenza del treno."
Biglietteria e Tariffe,Offerte e Sconti,Cos'è l'offerta Freccia 2X1?,"😄 L'offerta Freccia 2X1 è fantastica per viaggiare in due! 🙂 È valida sui treni Frecciarossa e Frecciargento in 1ª e 2ª classe, nei livelli Business, Premium e Standard. 😔 Sono esclusi il livello Executive e il servizio Salottino."
Biglietteria e Tariffe,Offerte e Sconti,Quanto si risparmia con l'offerta Freccia 2X1?,"😄 Con l'offerta Freccia 2X1 risparmi il 50% rispetto al prezzo Base intero! 🙂 È un ottimo sconto per viaggiare in due sui treni ad alta velocità. 😊 Il numero di posti disponibili è limitato e varia secondo i giorni, i treni e la classe."
Biglietteria e Tariffe,Offerte e Sconti,"Se non rispetto le condizioni dell'offerta ME&YOU, cosa succede?","😲 Se non vengono rispettate le condizioni dell'offerta, il passeggero viene regolarizzato secondo le normative standard! 😔 Questo significa che dovrai pagare la differenza per regolarizzare la tua posizione. 🙂 Ti consiglio sempre di verificare attentamente tutte le condizioni dell'offerta."
Biglietteria e Tariffe,Offerte e Sconti,Le offerte speciali si possono cumulare con altre riduzioni?,"😔 No, le offerte speciali non si cumulano con altre riduzioni a qualsiasi titolo, compresa quella prevista per i ragazzi. 🙂 Tuttavia sono sempre garantiti i minimi tariffari previsti per ciascuna categoria di treno. 😊 In pratica, avrai sempre il prezzo più conveniente tra le varie opzioni disponibili!"
Biglietteria e Tariffe,Offerte e Sconti,Posso cambiare il nome sul mio biglietto per l'offerta Freccia FAMILY dopo aver acquistato il biglietto?,😊 Certamente! Per l'offerta Freccia FAMILY puoi cambiare il nominativo un numero illimitato di volte dal giorno di emissione fino alla partenza del treno prenotato. 😔 Però attenzione: dopo la partenza del treno il cambio non è più consentito!
Biglietteria e Tariffe,Offerte e Sconti,Chi può utilizzare l'offerta Young e su quali treni?,"😊 L'offerta Young è dedicata ai giovani! È riservata ai passeggeri under 30 e può essere utilizzata sui treni Frecciabianca, Intercity e Intercity Notte, in 1ª e 2ª classe, nonché nei servizi Cuccetta Comfort e Vagone Letto Relax. 🙂 Sono escluse solo le Cabine Superior."
Biglietteria e Tariffe,Offerte e Sconti,Quali sconti offre l'offerta Young?,"😄 Gli sconti sono davvero vantaggiosi! Per i treni Frecciabianca hai sconti dal 40% al 70% rispetto al prezzo Base intero, mentre per i treni Intercity e Intercity Notte dal 20% al 70%. 🙂 Il sistema ti propone sempre il prezzo più conveniente disponibile al momento dell'acquisto!"
Biglietteria e Tariffe,Offerte e Sconti,Come viene calcolata l'età per l'offerta Young?,"🙂 L'età considerata è quella che hai nel giorno di acquisto del biglietto. 😊 L'età si considera compiuta il giorno dell'anniversario di nascita, quindi assicurati di essere ancora under 30 quando acquisti!"
Biglietteria e Tariffe,Offerte e Sconti,Chi può utilizzare l'offerta FrecciaYOUNG?,😊 L'offerta FrecciaYOUNG è riservata ai passeggeri under 30! Può essere acquistata per viaggi sui treni Frecciarossa e Frecciargento in 2ª classe. 🙂 È un'ottima opzione per i giovani che vogliono viaggiare sui treni ad alta velocità con tariffe agevolate!
Biglietteria e Tariffe,Offerte e Sconti,Come funziona l'offerta FrecciaYOUNG e chi può utilizzarla?,😊 L'offerta FrecciaYOUNG è perfetta se hai meno di 30 anni! Puoi usarla sui treni Frecciarossa e Frecciargento in 2ª classe o livello Standard. 🙂 Devi avere la CartaFreccia (anche provvisoria) e puoi acquistare il biglietto fino a 14 giorni prima della partenza. L'età che conta è quella che hai il giorno dell'acquisto del biglietto!
Biglietteria e Tariffe,Offerte e Sconti,Chi può usare l'offerta FrecciaSENIOR?,"😊 L'offerta FrecciaSENIOR è riservata ai passeggeri che hanno compiuto 60 anni! Puoi usarla sui treni Frecciarossa e Frecciargento in 1ª e 2ª classe, nei livelli Business, Premium e Standard. 🙂 Anche qui serve la CartaFreccia per poter acquistare."
Biglietteria e Tariffe,Offerte e Sconti,Come funziona l'offerta Insieme per i gruppi?,"😊 L'offerta Insieme è perfetta per viaggiare in gruppo! È per 3-5 persone sui treni Frecciabianca, Intercity e Intercity Notte in 1ª e 2ª classe, e nei servizi Cuccetta Comfort e Vagone Letto Relax. 😔 Sono escluse solo le Cabine Superior."
Biglietteria e Tariffe,Offerte e Sconti,Che sconti offre l'offerta Insieme?,"😄 Gli sconti sono molto interessanti! Per i Frecciabianca dal 40% al 50%, per gli Intercity e Intercity Notte dal 20% al 60% rispetto al prezzo Base intero. 🙂 Il sistema ti propone sempre il prezzo più vantaggioso disponibile al momento dell'acquisto."
Biglietteria e Tariffe,Offerte e Sconti,L'offerta Insieme si può rimborsare?,"😔 No, il rimborso per rinuncia al viaggio non è ammesso con l'offerta Insieme. 🙂 Tuttavia, se Trenitalia non effettua il servizio per causa propria, hai diritto al rimborso integrale secondo le norme standard."
Biglietteria e Tariffe,Offerte e Sconti,Come funziona l'offerta FrecciaFRIENDS?,"😊 FrecciaFRIENDS è l'offerta gruppo per i treni ad Alta Velocità! È per 3-5 persone sui Frecciarossa e Frecciargento nei livelli Business, Premium e Standard in 1ª e 2ª classe. 😔 Sono esclusi il livello Executive e la prenotazione del salottino."
